Vote,rank1,rank2,rank3,rank4,rank5,rank6
UC163,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped
UC164,MIKE MCCURDY,ANTHONY CHARLES,skipped,skipped,skipped,skipped
UC165,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC166,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped
UC167,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC168,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped
UC169,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped
UC170,JASON TAYLOR,MIKE MCCURDY,JOSIE KOVASH,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,skipped
UC171,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,overvote,ANTHONY CHARLES,skipped
UC172,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC173,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped
UC174,JASON TAYLOR,MIKE MCCURDY,JOSIE KOVASH,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,skipped
UC175,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,ANTHONY CHARLES,JASON TAYLOR
UC176,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped
UC177,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped
UC178,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC179,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC180,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR
UC181,MIKE MCCURDY,JASON TAYLOR,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,JOSIE KOVASH
UC182,JASON TAYLOR,MIKE MCCURDY,skipped,ANTHONY CHARLES,skipped,skipped
UC183,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,skipped,skipped
UC184,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped
UC185,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC186,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,skipped,skipped,skipped
UC187,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,JASON TAYLOR,overvote
UC188,JOSIE KOVASH,JASON TAYLOR,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,skipped
UC189,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,overvote
UC190,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY
UC191,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped,JASON TAYLOR
UC192,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC193,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR
UC194,JASON TAYLOR,JASON TAYLOR,JASON TAYLOR,JASON TAYLOR,JASON TAYLOR,JASON TAYLOR
UC195,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY
UC196,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped
UC197,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,ANTHONY CHARLES,MIKE MCCURDY,skipped
UC198,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped
UC199,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC200,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,skipped,skipped,ANTHONY CHARLES
UC201,JASON TAYLOR,MIKE MCCURDY,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES
UC202,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,JASON TAYLOR,skipped,skipped
UC203,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,skipped,skipped
UC204,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC205,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC206,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped
UC207,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC208,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,JOSIE KOVASH
UC209,MIKE MCCURDY,JASON TAYLOR,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,JOSIE KOVASH
UC210,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC211,skipped,skipped,skipped,skipped,skipped,skipped
UC212,JASON TAYLOR,MIKE MCCURDY,skipped,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH
UC213,MIKE MCCURDY,JASON TAYLOR,skipped,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI
UC214,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC215,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,ANTHONY CHARLES,MIKE MCCURDY
UC216,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,JASON TAYLOR,skipped,ANTHONY CHARLES
UC217,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC218,ANTHONY CHARLES,JASON TAYLOR,skipped,skipped,skipped,skipped
UC219,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped
UC220,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC221,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC222,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,skipped,MIKE MCCURDY
UC223,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,skipped,MIKE MCCURDY
UC224,MIKE MCCURDY,JASON TAYLOR,JOSIE KOVASH,skipped,skipped,skipped
UC225,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC226,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,skipped,JOSIE KOVASH
UC227,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped
UC228,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped
UC229,JASON TAYLOR,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped
UC230,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC231,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped
UC232,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,JOSIE KOVASH,LUKE WOJCIECHOWSKI
UC233,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,skipped
UC234,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC235,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,skipped,MIKE MCCURDY
UC236,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC237,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped
UC238,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC239,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC240,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC241,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,ANTHONY CHARLES,MIKE MCCURDY
UC242,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped
UC243,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped
UC244,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,skipped,skipped
UC245,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped
UC246,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC247,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC248,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC249,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,skipped
UC250,skipped,skipped,skipped,skipped,skipped,skipped
UC251,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC252,JOSIE KOVASH,skipped,skipped,skipped,skipped,skipped
UC253,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC254,skipped,skipped,skipped,skipped,skipped,skipped
UC255,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped
UC256,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped
UC257,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JOSIE KOVASH,ANTHONY CHARLES,skipped
UC258,JASON TAYLOR,JOSIE KOVASH,skipped,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY
UC259,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,MIKE MCCURDY,JASON TAYLOR
UC260,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC261,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JOSIE KOVASH,skipped,ANTHONY CHARLES
UC262,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped
UC263,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped
UC264,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped
UC265,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,skipped,MIKE MCCURDY
UC266,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,skipped,ANTHONY CHARLES
UC267,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,JASON TAYLOR,MIKE MCCURDY
UC268,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,JASON TAYLOR,MIKE MCCURDY
UC269,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC270,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,skipped,skipped
UC271,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC272,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,MIKE MCCURDY,JASON TAYLOR
UC273,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped
UC274,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped
UC275,MIKE MCCURDY,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped
UC276,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,skipped,JOSIE KOVASH,ANTHONY CHARLES
UC277,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,skipped,MIKE MCCURDY
UC278,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC279,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,ANTHONY CHARLES
UC280,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC281,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,skipped,MIKE MCCURDY,ANTHONY CHARLES
UC282,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped
UC283,JASON TAYLOR,skipped,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC284,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC285,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,skipped,MIKE MCCURDY
UC286,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC287,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC288,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC289,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC290,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR
UC291,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC292,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC293,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC294,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC295,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC296,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped
UC297,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped
UC298,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC299,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,skipped,LUKE WOJCIECHOWSKI,MIKE MCCURDY
UC300,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,skipped,skipped
UC301,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC302,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC303,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC304,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped,LUKE WOJCIECHOWSKI
UC305,MIKE MCCURDY,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,ANTHONY CHARLES
UC306,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped
UC307,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped
UC308,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,JOSIE KOVASH,ANTHONY CHARLES
UC309,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped
UC310,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC311,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,ANTHONY CHARLES
UC312,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,ANTHONY CHARLES
UC313,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,skipped,skipped
UC314,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,skipped,MIKE MCCURDY
UC315,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC316,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC317,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,ANTHONY CHARLES
UC318,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC319,skipped,skipped,skipped,skipped,skipped,skipped
UC320,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,skipped,MIKE MCCURDY
UC321,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,ANTHONY CHARLES,MIKE MCCURDY
UC322,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,ANTHONY CHARLES,MIKE MCCURDY
UC323,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC324,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC325,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped
UC326,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR
UC327,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,skipped,JASON TAYLOR
UC328,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,MIKE MCCURDY,skipped,skipped
UC329,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC330,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,skipped,skipped
UC331,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped
UC332,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC333,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC334,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped
UC335,JOSIE KOVASH,MIKE MCCURDY,skipped,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR
UC336,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,JASON TAYLOR,MIKE MCCURDY
UC337,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC338,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC339,overvote,skipped,skipped,skipped,skipped,skipped
UC340,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,skipped,MIKE MCCURDY
UC341,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped
UC342,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC343,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC344,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped
UC345,JOSIE KOVASH,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped
UC346,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped
UC347,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JOSIE KOVASH,ANTHONY CHARLES,skipped
UC348,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JOSIE KOVASH,skipped
UC349,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped
UC350,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC351,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC352,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,ANTHONY CHARLES,JASON TAYLOR
UC353,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC354,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC355,overvote,skipped,skipped,skipped,skipped,JOSIE KOVASH
UC356,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC357,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped
UC358,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,skipped,JASON TAYLOR
UC359,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC360,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,skipped,skipped
UC361,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC362,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped
UC363,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC364,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC365,skipped,skipped,skipped,skipped,skipped,skipped
UC366,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES,JOSIE KOVASH
UC367,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,ANTHONY CHARLES
UC368,JASON TAYLOR,MIKE MCCURDY,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped
UC369,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped
UC370,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,skipped,ANTHONY CHARLES
UC371,MIKE MCCURDY,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC372,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped
UC373,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped,skipped
UC374,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,skipped
UC375,skipped,skipped,skipped,skipped,skipped,skipped
UC376,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC377,JASON TAYLOR,MIKE MCCURDY,skipped,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC378,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC379,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,skipped,JOSIE KOVASH
UC380,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,JASON TAYLOR,MIKE MCCURDY
UC381,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC382,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC383,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped
UC384,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC385,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,MIKE MCCURDY,ANTHONY CHARLES
UC386,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,JOSIE KOVASH,skipped,ANTHONY CHARLES
UC387,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC388,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC389,JOSIE KOVASH,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped
UC390,JOSIE KOVASH,skipped,skipped,skipped,skipped,skipped
UC391,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC392,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC393,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,ANTHONY CHARLES,MIKE MCCURDY
UC394,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,MIKE MCCURDY,JASON TAYLOR
UC395,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,JOSIE KOVASH,ANTHONY CHARLES
UC396,MIKE MCCURDY,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped
UC397,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,ANTHONY CHARLES,JASON TAYLOR
UC398,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped
UC399,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,MIKE MCCURDY,ANTHONY CHARLES
UC400,JASON TAYLOR,skipped,ANTHONY CHARLES,MIKE MCCURDY,JOSIE KOVASH,LUKE WOJCIECHOWSKI
UC401,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,skipped,ANTHONY CHARLES
UC402,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC403,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped
UC404,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC405,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC406,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC407,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped
